"2017-04-28 02:06:47,838",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 Out of,1 Misclassif.,2 Out of,2 Misclassif.,3 Out of,3 Misclassif.
"2017-04-28 02:40:18,210","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.06,136,1480,999,1480,938,370,136
"2017-04-28 02:42:08,436","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.74,141,1480,1006,1480,910,370,141
"2017-04-28 02:43:59,507","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.12,133,1480,1028,1480,918,370,133
"2017-04-28 02:45:50,113","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.73,133,1480,1017,1480,915,370,133
"2017-04-28 02:47:41,482","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.89,113,1480,1013,1480,890,370,113
"2017-04-28 02:49:34,171","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.19,132,1480,987,1480,907,370,132
"2017-04-28 02:51:27,075","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.77,135,1480,970,1480,906,370,135
"2017-04-28 02:53:18,322","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.82,128,1480,1004,1480,942,370,128
"2017-04-28 02:10:30,260","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.88,128,1480,1003,1480,886,370,128
"2017-04-28 02:12:25,528","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.31,129,1480,1002,1480,901,370,129
"2017-04-28 02:14:20,328","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.02,126,1480,1031,1480,907,370,126
"2017-04-28 02:16:15,549","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.99,137,1480,987,1480,918,370,137
"2017-04-28 02:18:11,583","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.43,131,1480,1021,1480,920,370,131
"2017-04-28 02:20:07,318","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.54,151,1480,968,1480,939,370,151
"2017-04-28 02:22:03,233","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.74,132,1480,984,1480,905,370,132
"2017-04-28 02:23:59,543","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.66,148,1480,961,1480,872,370,148
"2017-04-28 02:25:53,811","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.57,125,1480,994,1480,891,370,125
"2017-04-28 02:27:49,843","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.51,130,1480,1009,1480,902,370,130
"2017-04-28 02:29:45,360","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.53,137,1480,976,1480,903,370,137
"2017-04-28 02:31:40,545","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.96,131,1480,983,1480,918,370,131
"2017-04-28 02:33:37,102","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.84,150,1480,1006,1480,933,370,150
"2017-04-28 02:35:30,707","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,11.44,131,1480,1004,1480,909,370,131
"2017-04-28 02:37:26,789","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.08,139,1480,997,1480,901,370,139
"2017-04-28 02:39:22,148","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.60,138,1480,1022,1480,903,370,138
"2017-04-28 02:41:18,411","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.42,130,1480,983,1480,909,370,130
"2017-04-28 02:43:14,015","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.82,127,1480,1000,1480,881,370,127
"2017-04-28 02:45:09,576","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.00,142,1480,992,1480,911,370,142
"2017-04-28 02:47:05,935","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.75,132,1480,974,1480,937,370,132
"2017-04-28 02:49:01,839","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.27,112,1480,991,1480,891,370,112
"2017-04-28 02:50:57,583","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.26,127,1480,989,1480,891,370,127
"2017-04-28 02:52:54,435","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.59,124,1480,987,1480,918,370,124
"2017-04-28 02:54:48,577","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.29,144,1480,993,1480,943,370,144
"2017-04-28 02:56:42,945","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.33,122,1480,1021,1480,975,370,122
"2017-04-28 02:10:22,064","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.12,129,1480,1007,1480,906,370,129
"2017-04-28 02:12:18,302","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.01,138,1480,994,1480,907,370,138
"2017-04-28 02:14:13,369","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.13,115,1480,1021,1480,877,370,115
"2017-04-28 02:16:07,591","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.25,134,1480,966,1480,928,370,134
"2017-04-28 02:18:03,677","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.03,134,1480,1000,1480,910,370,134
"2017-04-28 02:19:59,338","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.09,137,1480,994,1480,911,370,137
"2017-04-28 02:21:54,832","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.31,161,1480,1020,1480,914,370,161
"2017-04-28 02:23:50,854","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.34,124,1480,982,1480,913,370,124
"2017-04-28 02:25:48,800","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.46,120,1480,1009,1480,886,370,120
"2017-04-28 02:27:44,730","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.85,135,1480,1017,1480,875,370,135
"2017-04-28 02:29:39,841","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.68,122,1480,993,1480,915,370,122
"2017-04-28 02:31:35,121","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.21,125,1480,979,1480,898,370,125
"2017-04-28 02:33:29,883","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.48,140,1480,1016,1480,912,370,140
"2017-04-28 02:35:23,929","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.29,124,1480,1014,1480,923,370,124
"2017-04-28 02:37:20,340","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,15.12,124,1480,976,1480,869,370,124
"2017-04-28 02:39:14,052","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.88,134,1480,987,1480,916,370,134
"2017-04-28 02:41:08,974","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.60,144,1480,1006,1480,912,370,144
"2017-04-28 02:43:04,982","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.44,120,1480,1027,1480,939,370,120
"2017-04-28 02:45:00,543","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.67,119,1480,987,1480,877,370,119
"2017-04-28 02:46:56,272","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.30,125,1480,1004,1480,897,370,125
"2017-04-28 02:48:53,202","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.45,121,1480,997,1480,880,370,121
"2017-04-28 02:50:48,173","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.08,121,1480,1000,1480,907,370,121
"2017-04-28 02:52:43,552","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.23,135,1480,1012,1480,915,370,135
"2017-04-28 02:54:39,436","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.13,139,1480,971,1480,938,370,139
"2017-04-28 02:56:34,667","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,12.95,129,1480,1002,1480,901,370,129
"2017-04-28 02:08:32,957","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.95,126,1480,993,1480,922,370,126
"2017-04-28 02:10:24,950","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.14,126,1480,1011,1480,896,370,126
"2017-04-28 02:12:16,952","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.34,125,1480,976,1480,887,370,125
"2017-04-28 02:14:07,734","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.06,143,1480,1006,1480,912,370,143
"2017-04-28 02:15:59,683","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.20,133,1480,986,1480,905,370,133
"2017-04-28 02:17:51,720","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.07,130,1480,984,1480,943,370,130
"2017-04-28 02:19:44,363","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.50,125,1480,993,1480,899,370,125
"2017-04-28 02:21:36,785","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.49,113,1480,983,1480,912,370,113
"2017-04-28 02:23:29,701","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.24,142,1480,970,1480,895,370,142
"2017-04-28 02:25:22,276","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.99,124,1480,1002,1480,899,370,124
"2017-04-28 02:27:13,262","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.81,159,1480,1005,1480,906,370,159
"2017-04-28 02:29:05,451","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.15,152,1480,988,1480,905,370,152
"2017-04-28 02:30:57,332","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.20,123,1480,1010,1480,936,370,123
"2017-04-28 02:32:49,400","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.02,128,1480,990,1480,898,370,128
"2017-04-28 02:34:41,387","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.11,142,1480,987,1480,911,370,142
"2017-04-28 02:36:34,204","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.39,135,1480,993,1480,888,370,135
"2017-04-28 02:38:26,565","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.03,132,1480,974,1480,927,370,132
"2017-04-28 02:40:18,193","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.91,117,1480,1000,1480,933,370,117
"2017-04-28 02:42:10,230","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,13.99,138,1480,979,1480,944,370,138
"2017-04-28 02:44:02,119","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.43,129,1480,1003,1480,914,370,129
"2017-04-28 02:45:54,728","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.13,121,1480,1007,1480,879,370,121
"2017-04-28 02:47:46,239","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.37,153,1480,983,1480,924,370,153
"2017-04-28 02:49:38,232","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.02,132,1480,999,1480,940,370,132
"2017-04-28 02:51:29,486","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.20,129,1480,1012,1480,915,370,129
"2017-04-28 02:53:20,468","20,20,20","20,20,20",54,12,12,12,True,LinearRegression,4,14.12,142,1480,993,1480,912,370,142
