"2017-04-28 19:22:48,155",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 Out of,1 Misclassif.,2 Out of,2 Misclassif.,3 Out of,3 Misclassif.
"2017-04-28 20:15:15,484","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,13.14,128,1480,1036,1480,973,370,128
"2017-04-28 20:17:25,402","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,12.89,153,1480,986,1480,991,370,153
"2017-04-28 19:26:40,873","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,15.26,132,1480,978,1480,930,370,132
"2017-04-28 19:28:52,279","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,13.42,141,1480,1022,1480,991,370,141
"2017-04-28 19:31:01,047","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,12.37,138,1480,1040,1480,959,370,138
"2017-04-28 19:33:08,916","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,12.57,153,1480,1017,1480,975,370,153
"2017-04-28 19:35:19,921","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,14.05,141,1480,1029,1480,963,370,141
"2017-04-28 19:37:31,861","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,14.07,181,1480,980,1480,951,370,181
"2017-04-28 19:39:45,126","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,14.43,127,1480,992,1480,955,370,127
"2017-04-28 19:41:52,899","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,11.96,136,1480,1005,1480,982,370,136
"2017-04-28 19:44:02,131","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,14.20,140,1480,1016,1480,965,370,140
"2017-04-28 19:46:10,773","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,14.81,140,1480,998,1480,974,370,140
"2017-04-28 19:48:16,081","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,14.06,133,1480,994,1480,1001,370,133
"2017-04-28 19:50:19,754","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,12.67,142,1480,988,1480,947,370,142
"2017-04-28 19:52:25,469","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,12.77,169,1480,1016,1480,948,370,169
"2017-04-28 19:54:31,429","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,13.97,164,1480,1022,1480,948,370,164
"2017-04-28 19:56:38,507","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,14.57,125,1480,1011,1480,963,370,125
"2017-04-28 19:58:42,797","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,12.81,140,1480,1041,1480,986,370,140
"2017-04-28 20:00:48,183","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,13.74,152,1480,1024,1480,964,370,152
"2017-04-28 20:02:51,597","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,12.82,136,1480,1000,1480,978,370,136
"2017-04-28 20:04:56,701","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,11.96,146,1480,1005,1480,993,370,146
"2017-04-28 20:07:05,457","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,13.08,170,1480,991,1480,969,370,170
"2017-04-28 20:09:17,471","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,14.37,131,1480,1019,1480,944,370,131
"2017-04-28 20:11:27,445","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,13.14,130,1480,1019,1480,943,370,130
"2017-04-28 20:13:42,716","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,15.37,148,1480,1026,1480,941,370,148
"2017-04-28 20:15:59,503","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,15.81,164,1480,1025,1480,974,370,164
"2017-04-28 20:18:12,413","20,20,20","20,20,20",62,12,12,12,True,LinearRegression,4,12.92,172,1480,991,1480,969,370,172
