"2017-05-04 05:58:57,057",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif
"2017-05-04 06:05:27,330","20","50",90,12,12,12,True,LinearRegression,4,5.55,62,370,62
"2017-05-04 06:07:18,107","20","50",90,12,12,12,True,LinearRegression,4,5.76,56,370,56
"2017-05-04 06:09:09,581","20","50",90,12,12,12,True,LinearRegression,4,5.07,50,370,50
"2017-05-04 06:10:59,066","20","50",90,12,12,12,True,LinearRegression,4,5.06,53,370,53
"2017-05-04 06:12:51,069","20","50",90,12,12,12,True,LinearRegression,4,5.99,56,370,56
"2017-05-04 06:14:41,214","20","50",90,12,12,12,True,LinearRegression,4,5.61,50,370,50
"2017-05-04 06:16:32,035","20","50",90,12,12,12,True,LinearRegression,4,6.62,53,370,53
"2017-05-04 06:18:21,906","20","50",90,12,12,12,True,LinearRegression,4,5.05,60,370,60
"2017-05-04 06:20:11,739","20","50",90,12,12,12,True,LinearRegression,4,5.31,50,370,50
"2017-05-04 06:22:01,947","20","50",90,12,12,12,True,LinearRegression,4,4.86,53,370,53
"2017-05-04 06:23:52,497","20","50",90,12,12,12,True,LinearRegression,4,4.92,50,370,50
"2017-05-04 06:25:45,124","20","50",90,12,12,12,True,LinearRegression,4,6.65,53,370,53
"2017-05-04 06:27:35,715","20","50",90,12,12,12,True,LinearRegression,4,4.86,55,370,55
"2017-05-04 06:29:28,042","20","50",90,12,12,12,True,LinearRegression,4,6.51,53,370,53
"2017-05-04 06:31:19,867","20","50",90,12,12,12,True,LinearRegression,4,5.69,59,370,59
"2017-05-04 06:33:12,866","20","50",90,12,12,12,True,LinearRegression,4,6.81,58,370,58
"2017-05-04 06:35:04,671","20","50",90,12,12,12,True,LinearRegression,4,6.13,70,370,70
"2017-05-04 06:36:55,865","20","50",90,12,12,12,True,LinearRegression,4,6.42,54,370,54
"2017-05-04 06:38:46,065","20","50",90,12,12,12,True,LinearRegression,4,5.67,54,370,54
"2017-05-04 06:40:37,087","20","50",90,12,12,12,True,LinearRegression,4,5.73,54,370,54
"2017-05-04 06:42:29,318","20","50",90,12,12,12,True,LinearRegression,4,6.60,53,370,53
"2017-05-04 06:44:20,343","20","50",90,12,12,12,True,LinearRegression,4,5.71,58,370,58
"2017-05-04 06:46:13,214","20","50",90,12,12,12,True,LinearRegression,4,6.50,61,370,61
"2017-05-04 06:00:40,719","20","50",90,12,12,12,True,LinearRegression,4,6.79,62,370,62
"2017-05-04 06:02:31,616","20","50",90,12,12,12,True,LinearRegression,4,6.42,55,370,55
"2017-05-04 06:04:22,413","20","50",90,12,12,12,True,LinearRegression,4,6.97,53,370,53
"2017-05-04 06:06:11,437","20","50",90,12,12,12,True,LinearRegression,4,6.17,54,370,54
"2017-05-04 06:08:02,846","20","50",90,12,12,12,True,LinearRegression,4,7.68,58,370,58
"2017-05-04 06:09:53,905","20","50",90,12,12,12,True,LinearRegression,4,7.22,53,370,53
"2017-05-04 06:11:44,043","20","50",90,12,12,12,True,LinearRegression,4,7.11,58,370,58
"2017-05-04 06:13:32,771","20","50",90,12,12,12,True,LinearRegression,4,6.08,53,370,53
"2017-05-04 06:15:22,122","20","50",90,12,12,12,True,LinearRegression,4,6.42,50,370,50
"2017-05-04 06:17:12,757","20","50",90,12,12,12,True,LinearRegression,4,6.74,52,370,52
"2017-05-04 06:19:03,045","20","50",90,12,12,12,True,LinearRegression,4,6.63,56,370,56
"2017-05-04 06:20:54,009","20","50",90,12,12,12,True,LinearRegression,4,7.05,48,370,48
"2017-05-04 06:22:44,959","20","50",90,12,12,12,True,LinearRegression,4,6.78,49,370,49
"2017-05-04 06:24:34,610","20","50",90,12,12,12,True,LinearRegression,4,6.98,56,370,56
"2017-05-04 06:26:26,464","20","50",90,12,12,12,True,LinearRegression,4,6.62,53,370,53
"2017-05-04 06:28:16,931","20","50",90,12,12,12,True,LinearRegression,4,7.21,59,370,59
"2017-05-04 06:30:05,593","20","50",90,12,12,12,True,LinearRegression,4,5.81,59,370,59
"2017-05-04 06:31:55,696","20","50",90,12,12,12,True,LinearRegression,4,6.80,56,370,56
"2017-05-04 06:33:42,654","20","50",90,12,12,12,True,LinearRegression,4,4.64,64,370,64
"2017-05-04 06:35:29,763","20","50",90,12,12,12,True,LinearRegression,4,4.59,57,370,57
"2017-05-04 06:37:21,535","20","50",90,12,12,12,True,LinearRegression,4,6.61,60,370,60
"2017-05-04 06:39:10,504","20","50",90,12,12,12,True,LinearRegression,4,4.61,53,370,53
"2017-05-04 06:40:58,509","20","50",90,12,12,12,True,LinearRegression,4,5.60,54,370,54
"2017-05-04 06:42:51,515","20","50",90,12,12,12,True,LinearRegression,4,6.56,61,370,61
"2017-05-04 06:44:38,500","20","50",90,12,12,12,True,LinearRegression,4,4.58,55,370,55
"2017-05-04 07:51:32,015","20","50",90,12,12,12,True,LinearRegression,4,15.72,53,370,53
"2017-05-04 07:53:52,234","20","50",90,12,12,12,True,LinearRegression,4,14.06,61,370,61
"2017-05-04 07:56:09,044","20","50",90,12,12,12,True,LinearRegression,4,9.14,57,370,57
"2017-05-04 07:58:21,706","20","50",90,12,12,12,True,LinearRegression,4,9.96,55,370,55
"2017-05-04 08:00:38,288","20","50",90,12,12,12,True,LinearRegression,4,10.28,62,370,62
"2017-05-04 08:02:53,675","20","50",90,12,12,12,True,LinearRegression,4,10.85,49,370,49
"2017-05-04 08:05:10,336","20","50",90,12,12,12,True,LinearRegression,4,9.00,57,370,57
"2017-05-04 08:07:31,796","20","50",90,12,12,12,True,LinearRegression,4,15.41,53,370,53
"2017-05-04 08:09:50,632","20","50",90,12,12,12,True,LinearRegression,4,11.37,52,370,52
"2017-05-04 08:12:03,720","20","50",90,12,12,12,True,LinearRegression,4,8.30,48,370,48
"2017-05-04 08:14:24,297","20","50",90,12,12,12,True,LinearRegression,4,13.45,61,370,61
"2017-05-04 08:16:39,721","20","50",90,12,12,12,True,LinearRegression,4,9.12,59,370,59
"2017-05-04 08:18:58,113","20","50",90,12,12,12,True,LinearRegression,4,13.93,46,370,46
"2017-05-04 08:21:19,494","20","50",90,12,12,12,True,LinearRegression,4,14.67,60,370,60
"2017-05-04 08:23:43,459","20","50",90,12,12,12,True,LinearRegression,4,15.45,55,370,55
"2017-05-04 08:25:59,991","20","50",90,12,12,12,True,LinearRegression,4,8.07,55,370,55
"2017-05-04 08:28:14,507","20","50",90,12,12,12,True,LinearRegression,4,8.61,54,370,54
"2017-05-04 08:30:34,527","20","50",90,12,12,12,True,LinearRegression,4,13.48,56,370,56
"2017-05-04 08:32:47,361","20","50",90,12,12,12,True,LinearRegression,4,7.92,61,370,61
"2017-05-04 08:35:05,424","20","50",90,12,12,12,True,LinearRegression,4,13.57,55,370,55
"2017-05-04 08:37:32,158","20","50",90,12,12,12,True,LinearRegression,4,16.62,55,370,55
"2017-05-04 08:39:53,700","20","50",90,12,12,12,True,LinearRegression,4,14.53,64,370,64
"2017-05-04 08:42:09,212","20","50",90,12,12,12,True,LinearRegression,4,9.01,52,370,52
"2017-05-04 08:44:24,437","20","50",90,12,12,12,True,LinearRegression,4,10.37,52,370,52
"2017-05-04 08:46:40,956","20","50",90,12,12,12,True,LinearRegression,4,8.81,60,370,60
