"2017-05-04 23:35:14,042",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif,4 out of,4 misclassif
"2017-05-04 23:52:02,269","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,85.54,100,1480,571,1480,553,1480,536,370,100
"2017-05-05 00:00:20,260","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,83.04,81,1480,586,1480,546,1480,521,370,81
"2017-05-05 00:08:59,670","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,99.18,93,1480,617,1480,562,1480,527,370,93
"2017-05-05 00:16:56,212","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,68.83,88,1480,590,1480,538,1480,528,370,88
"2017-05-05 00:25:09,340","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,85.64,82,1480,597,1480,552,1480,537,370,82
"2017-05-05 00:33:16,274","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,75.54,80,1480,602,1480,556,1480,534,370,80
"2017-05-05 00:41:27,763","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,72.74,79,1480,577,1480,550,1480,505,370,79
"2017-05-05 00:49:51,813","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,85.68,87,1480,622,1480,506,1480,534,370,87
"2017-05-05 00:58:09,388","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,78.11,78,1480,612,1480,525,1480,500,370,78
"2017-05-05 01:06:36,590","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,89.14,77,1480,622,1480,543,1480,524,370,77
"2017-05-05 01:15:08,874","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,87.97,85,1480,618,1480,564,1480,520,370,85
"2017-05-05 01:23:24,432","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,78.85,95,1480,614,1480,555,1480,484,370,95
"2017-05-05 01:32:01,860","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,96.42,87,1480,613,1480,554,1480,498,370,87
"2017-05-05 01:40:25,160","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,89.93,93,1480,608,1480,550,1480,508,370,93
"2017-05-05 01:48:49,004","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,85.52,91,1480,611,1480,537,1480,520,370,91
"2017-05-05 01:57:20,327","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,96.72,87,1480,606,1480,550,1480,525,370,87
"2017-05-05 02:05:44,837","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,89.04,88,1480,564,1480,516,1480,515,370,88
"2017-05-05 02:13:59,641","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,79.21,96,1480,604,1480,529,1480,503,370,96
"2017-05-05 02:22:34,691","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,99.86,91,1480,618,1480,568,1480,538,370,91
"2017-05-05 02:31:01,448","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,88.21,83,1480,606,1480,525,1480,489,370,83
"2017-05-05 02:39:22,434","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,87.69,92,1480,600,1480,555,1480,524,370,92
"2017-05-05 02:47:58,696","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,98.87,86,1480,595,1480,557,1480,524,370,86
"2017-05-05 02:56:05,044","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,75.20,86,1480,606,1480,562,1480,490,370,86
"2017-05-05 03:04:41,039","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,95.13,99,1480,612,1480,582,1480,520,370,99
"2017-05-04 23:42:17,855","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,42.52,92,1480,612,1480,541,1480,527,370,92
"2017-05-04 23:49:23,942","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,42.15,83,1480,596,1480,523,1480,518,370,83
"2017-05-04 23:56:28,542","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.79,96,1480,615,1480,538,1480,517,370,96
"2017-05-05 00:03:34,344","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.81,95,1480,600,1480,553,1480,515,370,95
"2017-05-05 00:10:37,107","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.27,86,1480,572,1480,550,1480,497,370,86
"2017-05-05 00:17:43,283","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,42.53,95,1480,617,1480,557,1480,540,370,95
"2017-05-05 00:24:49,078","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.65,96,1480,602,1480,532,1480,534,370,96
"2017-05-05 00:31:53,665","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.70,95,1480,623,1480,579,1480,531,370,95
"2017-05-05 00:38:56,876","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.60,100,1480,592,1480,549,1480,512,370,100
"2017-05-05 00:45:59,440","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.42,81,1480,572,1480,566,1480,523,370,81
"2017-05-05 00:53:06,083","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,42.90,91,1480,602,1480,569,1480,537,370,91
"2017-05-05 01:00:13,398","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,42.19,92,1480,621,1480,521,1480,510,370,92
"2017-05-05 01:07:21,587","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,45.34,91,1480,606,1480,546,1480,498,370,91
"2017-05-05 01:14:27,246","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.97,76,1480,579,1480,549,1480,526,370,76
"2017-05-05 01:21:33,104","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.90,81,1480,603,1480,584,1480,504,370,81
"2017-05-05 01:28:37,474","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.52,83,1480,589,1480,535,1480,531,370,83
"2017-05-05 01:35:47,114","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,43.47,95,1480,568,1480,549,1480,493,370,95
"2017-05-05 01:42:50,529","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.19,94,1480,599,1480,532,1480,525,370,94
"2017-05-05 01:49:52,393","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.96,77,1480,597,1480,558,1480,504,370,77
"2017-05-05 01:56:57,614","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.77,79,1480,601,1480,558,1480,508,370,79
"2017-05-05 02:04:03,482","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,42.19,85,1480,580,1480,519,1480,534,370,85
"2017-05-05 02:11:10,620","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.65,95,1480,572,1480,539,1480,533,370,95
"2017-05-05 02:18:16,954","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.26,103,1480,604,1480,564,1480,523,370,103
"2017-05-05 02:25:25,352","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,43.19,84,1480,601,1480,537,1480,500,370,84
"2017-05-05 02:32:37,563","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,45.93,91,1480,584,1480,544,1480,536,370,91
"2017-05-04 23:42:29,246","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,44.69,105,1480,606,1480,559,1480,524,370,105
"2017-05-04 23:49:45,632","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,44.06,80,1480,596,1480,521,1480,521,370,80
"2017-05-04 23:56:57,138","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,43.97,90,1480,599,1480,554,1480,525,370,90
"2017-05-05 00:04:10,967","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,46.04,93,1480,601,1480,580,1480,516,370,93
"2017-05-05 00:11:20,808","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.52,88,1480,572,1480,565,1480,531,370,88
"2017-05-05 00:18:31,949","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,42.64,81,1480,559,1480,539,1480,513,370,81
"2017-05-05 00:25:38,298","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.19,93,1480,616,1480,539,1480,518,370,93
"2017-05-05 00:32:47,153","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.41,98,1480,590,1480,516,1480,488,370,98
"2017-05-05 00:39:55,604","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.39,89,1480,597,1480,514,1480,513,370,89
"2017-05-05 00:47:03,664","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.55,79,1480,619,1480,560,1480,528,370,79
"2017-05-05 00:54:11,675","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.99,92,1480,619,1480,537,1480,528,370,92
"2017-05-05 01:01:22,445","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.89,95,1480,625,1480,549,1480,527,370,95
"2017-05-05 01:08:35,215","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,42.56,86,1480,610,1480,545,1480,502,370,86
"2017-05-05 01:15:52,151","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,44.06,97,1480,604,1480,503,1480,540,370,97
"2017-05-05 01:23:07,724","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,45.07,85,1480,609,1480,543,1480,545,370,85
"2017-05-05 01:30:22,626","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,42.01,88,1480,593,1480,545,1480,510,370,88
"2017-05-05 01:37:44,479","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,45.35,98,1480,584,1480,520,1480,515,370,98
"2017-05-05 01:45:00,371","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,46.51,81,1480,624,1480,554,1480,529,370,81
"2017-05-05 01:52:08,044","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.89,84,1480,596,1480,538,1480,530,370,84
"2017-05-05 01:59:14,709","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.02,85,1480,584,1480,561,1480,543,370,85
"2017-05-05 02:06:23,849","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.23,93,1480,609,1480,537,1480,535,370,93
"2017-05-05 02:13:33,716","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.19,81,1480,587,1480,542,1480,547,370,81
"2017-05-05 02:20:41,135","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,41.20,84,1480,600,1480,549,1480,535,370,84
"2017-05-05 02:27:48,005","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,42.39,107,1480,596,1480,546,1480,531,370,107
"2017-05-05 02:34:54,778","20,20,20,20","50,50,50,50",60,12,12,12,True,LinearRegression,4,40.83,92,1480,615,1480,546,1480,526,370,92
