"2017-05-04 13:33:04,255",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif
"2017-05-04 11:21:33,470","20,20","50,50",90,12,12,12,True,LinearRegression,4,14.62,93,1480,589,370,93
"2017-05-04 11:25:10,461","20,20","50,50",90,12,12,12,True,LinearRegression,4,13.94,96,1480,612,370,96
"2017-05-04 11:28:49,903","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.68,99,1480,629,370,99
"2017-05-04 11:32:26,298","20,20","50,50",90,12,12,12,True,LinearRegression,4,13.53,102,1480,627,370,102
"2017-05-04 11:36:02,540","20,20","50,50",90,12,12,12,True,LinearRegression,4,14.40,112,1480,588,370,112
"2017-05-04 11:39:44,802","20,20","50,50",90,12,12,12,True,LinearRegression,4,18.56,112,1480,617,370,112
"2017-05-04 11:43:27,352","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.18,102,1480,593,370,102
"2017-05-04 11:47:04,237","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.94,100,1480,590,370,100
"2017-05-04 11:50:42,862","20,20","50,50",90,12,12,12,True,LinearRegression,4,14.96,99,1480,585,370,99
"2017-05-04 11:54:25,457","20,20","50,50",90,12,12,12,True,LinearRegression,4,19.68,106,1480,593,370,106
"2017-05-04 11:58:10,540","20,20","50,50",90,12,12,12,True,LinearRegression,4,20.44,100,1480,581,370,100
"2017-05-04 12:01:50,998","20,20","50,50",90,12,12,12,True,LinearRegression,4,19.61,98,1480,621,370,98
"2017-05-04 10:35:26,608","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.86,109,1480,625,370,109
"2017-05-04 10:39:02,041","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.72,104,1480,621,370,104
"2017-05-04 10:42:37,418","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.87,103,1480,597,370,103
"2017-05-04 10:46:16,724","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.85,88,1480,611,370,88
"2017-05-04 10:49:57,443","20,20","50,50",90,12,12,12,True,LinearRegression,4,21.28,108,1480,607,370,108
"2017-05-04 10:53:35,744","20,20","50,50",90,12,12,12,True,LinearRegression,4,19.23,101,1480,601,370,101
"2017-05-04 10:57:08,898","20,20","50,50",90,12,12,12,True,LinearRegression,4,14.68,101,1480,610,370,101
"2017-05-04 11:00:41,487","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.03,95,1480,611,370,95
"2017-05-04 11:04:20,483","20,20","50,50",90,12,12,12,True,LinearRegression,4,18.02,85,1480,619,370,85
"2017-05-04 11:07:58,665","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.14,104,1480,622,370,104
"2017-05-04 11:11:32,307","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.16,104,1480,610,370,104
"2017-05-04 11:15:11,370","20,20","50,50",90,12,12,12,True,LinearRegression,4,20.10,111,1480,624,370,111
"2017-05-04 11:18:48,950","20,20","50,50",90,12,12,12,True,LinearRegression,4,19.47,109,1480,594,370,109
"2017-05-04 11:22:26,058","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.06,99,1480,608,370,99
"2017-05-04 11:26:00,115","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.92,116,1480,621,370,116
"2017-05-04 11:29:42,230","20,20","50,50",90,12,12,12,True,LinearRegression,4,19.46,102,1480,606,370,102
"2017-05-04 11:33:16,934","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.52,105,1480,628,370,105
"2017-05-04 11:36:49,071","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.29,110,1480,603,370,110
"2017-05-04 11:40:18,035","20,20","50,50",90,12,12,12,True,LinearRegression,4,13.80,101,1480,593,370,101
"2017-05-04 11:43:49,075","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.77,103,1480,600,370,103
"2017-05-04 11:47:21,686","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.36,98,1480,632,370,98
"2017-05-04 11:50:58,356","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.58,96,1480,618,370,96
"2017-05-04 11:54:27,482","20,20","50,50",90,12,12,12,True,LinearRegression,4,14.26,98,1480,635,370,98
"2017-05-04 11:57:58,714","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.74,104,1480,623,370,104
"2017-05-04 12:01:32,493","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.83,100,1480,622,370,100
"2017-05-04 10:35:36,948","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.65,108,1480,614,370,108
"2017-05-04 10:39:20,089","20,20","50,50",90,12,12,12,True,LinearRegression,4,20.21,111,1480,621,370,111
"2017-05-04 10:42:55,431","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.40,106,1480,601,370,106
"2017-05-04 10:46:33,008","20,20","50,50",90,12,12,12,True,LinearRegression,4,18.97,105,1480,614,370,105
"2017-05-04 10:50:04,536","20,20","50,50",90,12,12,12,True,LinearRegression,4,14.48,103,1480,600,370,103
"2017-05-04 10:53:39,294","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.67,103,1480,617,370,103
"2017-05-04 10:57:18,883","20,20","50,50",90,12,12,12,True,LinearRegression,4,20.48,96,1480,593,370,96
"2017-05-04 11:00:56,512","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.88,102,1480,596,370,102
"2017-05-04 11:04:26,437","20,20","50,50",90,12,12,12,True,LinearRegression,4,14.77,99,1480,609,370,99
"2017-05-04 11:07:57,739","20,20","50,50",90,12,12,12,True,LinearRegression,4,14.35,102,1480,601,370,102
"2017-05-04 11:11:32,840","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.40,107,1480,614,370,107
"2017-05-04 11:15:07,561","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.22,106,1480,602,370,106
"2017-05-04 11:18:42,660","20,20","50,50",90,12,12,12,True,LinearRegression,4,17.22,99,1480,611,370,99
"2017-05-04 11:22:18,149","20,20","50,50",90,12,12,12,True,LinearRegression,4,18.64,104,1480,618,370,104
"2017-05-04 11:25:49,478","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.14,104,1480,632,370,104
"2017-05-04 11:29:27,585","20,20","50,50",90,12,12,12,True,LinearRegression,4,19.80,106,1480,610,370,106
"2017-05-04 11:33:04,882","20,20","50,50",90,12,12,12,True,LinearRegression,4,19.73,88,1480,614,370,88
"2017-05-04 11:36:43,511","20,20","50,50",90,12,12,12,True,LinearRegression,4,18.61,113,1480,622,370,113
"2017-05-04 11:40:20,004","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.69,90,1480,607,370,90
"2017-05-04 11:43:56,969","20,20","50,50",90,12,12,12,True,LinearRegression,4,14.62,109,1480,621,370,109
"2017-05-04 11:47:34,179","20,20","50,50",90,12,12,12,True,LinearRegression,4,18.59,97,1480,623,370,97
"2017-05-04 11:51:14,392","20,20","50,50",90,12,12,12,True,LinearRegression,4,20.05,104,1480,630,370,104
"2017-05-04 11:54:51,247","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.74,102,1480,622,370,102
"2017-05-04 11:58:27,967","20,20","50,50",90,12,12,12,True,LinearRegression,4,15.19,98,1480,644,370,98
"2017-05-04 12:02:03,960","20,20","50,50",90,12,12,12,True,LinearRegression,4,16.59,110,1480,619,370,110
