"2017-05-05 10:01:24,192",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif,4 out of,4 misclassif
"2017-05-05 08:48:26,244","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,47.69,96,1480,658,1480,588,1480,650,370,96
"2017-05-05 08:54:22,457","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,47.96,81,1480,668,1480,574,1480,636,370,81
"2017-05-05 09:00:18,048","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,47.46,92,1480,651,1480,538,1480,631,370,92
"2017-05-05 09:06:12,901","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,48.23,79,1480,671,1480,591,1480,588,370,79
"2017-05-05 09:12:06,758","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,47.72,72,1480,669,1480,588,1480,615,370,72
"2017-05-05 09:18:00,235","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,47.51,82,1480,634,1480,587,1480,633,370,82
"2017-05-05 09:23:57,228","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,48.58,96,1480,643,1480,594,1480,614,370,96
"2017-05-05 09:29:53,321","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,47.67,81,1480,656,1480,544,1480,573,370,81
"2017-05-05 09:35:48,007","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,47.73,90,1480,665,1480,583,1480,610,370,90
"2017-05-05 09:41:43,372","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,48.04,96,1480,649,1480,581,1480,653,370,96
"2017-05-05 09:47:38,307","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,47.63,86,1480,655,1480,577,1480,634,370,86
"2017-05-05 09:53:32,982","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,48.07,89,1480,646,1480,604,1480,650,370,89
"2017-05-05 09:59:28,379","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,48.11,85,1480,660,1480,579,1480,630,370,85
"2017-05-05 10:05:22,006","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,47.10,91,1480,638,1480,575,1480,599,370,91
"2017-05-05 10:11:14,306","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,47.19,84,1480,684,1480,610,1480,629,370,84
"2017-05-05 10:17:10,146","20,20,20,20","50,50,50,50",106,12,12,12,True,LinearRegression,4,48.07,92,1480,637,1480,577,1480,626,370,92
