"2016-11-15 00:03:11,587",I,R,Rule,Input size,Input area,Automaton size,Training sets,Testing sets,Distractor period,Successful
"2016-11-15 03:08:18,571",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:08:35,217",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:08:50,887",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:09:06,158",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:09:21,237",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 03:09:37,574",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:09:53,215",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:10:08,356",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:10:24,547",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:10:41,219",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:10:59,446",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 03:11:15,924",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:11:33,899",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 03:11:50,162",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:12:04,934",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:12:20,348",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:12:34,901",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 03:12:49,662",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:13:08,375",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:13:26,352",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 03:13:42,913",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:13:58,097",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:14:15,877",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:14:32,565",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:14:47,140",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:15:02,644",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:15:19,067",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:15:33,862",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:15:49,708",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:16:04,241",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:16:21,096",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:16:36,484",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:16:49,690",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:17:05,904",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 03:17:23,198",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 03:17:37,590",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:17:53,138",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:18:08,357",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:18:23,116",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:18:37,310",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 03:18:54,948",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:19:09,865",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:19:25,271",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 03:19:40,223",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 03:19:55,489",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:20:12,075",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:20:28,328",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:20:43,061",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:20:58,033",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 03:21:12,198",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:21:25,818",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:21:41,170",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:21:57,396",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 03:22:15,592",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:22:31,898",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:22:47,235",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:23:02,874",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:23:18,887",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 03:23:34,136",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:23:50,104",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:24:05,854",4,8,102,4,40,40,32,32,200,84.375000
"2016-11-15 03:24:21,377",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 03:24:38,738",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:24:55,180",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:25:11,174",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 03:25:25,820",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 03:25:39,467",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:25:54,623",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:26:09,764",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:26:24,631",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:26:39,267",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:26:52,752",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:27:08,570",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:27:24,194",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:27:39,613",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:27:54,537",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:28:10,835",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 03:28:26,875",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 03:28:43,785",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:28:59,981",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 03:29:16,479",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 03:29:31,046",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:29:45,171",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:29:59,224",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:30:13,727",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:30:28,100",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 03:30:44,318",4,8,102,4,40,40,32,32,200,28.125000
"2016-11-15 03:30:58,615",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:31:13,978",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:31:28,405",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:31:43,904",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:31:58,986",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 03:32:15,110",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:32:30,217",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:32:45,379",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:33:01,622",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:33:17,864",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:33:34,570",4,8,102,4,40,40,32,32,200,71.875000
"2016-11-15 03:33:49,715",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:34:05,587",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 03:34:22,917",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:34:38,405",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:34:53,779",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:35:09,967",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:35:24,853",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:35:40,471",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:35:56,227",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 03:36:11,853",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:36:29,036",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:36:44,567",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:36:59,968",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:37:15,124",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 03:37:31,669",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:37:47,716",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:38:03,124",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:38:17,518",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 03:38:30,395",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:38:46,570",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:39:02,222",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:39:17,012",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 03:39:35,594",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 03:39:51,283",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:40:06,428",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 03:40:22,477",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:40:38,866",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 03:40:52,862",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:41:08,737",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:41:23,746",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:41:38,657",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:41:53,938",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:42:09,904",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:42:24,822",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 03:42:42,689",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:42:58,524",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:43:14,740",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:43:31,804",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:43:49,501",4,8,102,4,40,40,32,32,200,59.375000
"2016-11-15 03:44:04,961",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:44:20,853",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:44:36,089",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:44:50,690",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:45:06,078",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:45:21,969",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:45:37,706",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:45:52,436",4,8,102,4,40,40,32,32,200,28.125000
"2016-11-15 03:46:08,592",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:46:26,891",4,8,102,4,40,40,32,32,200,28.125000
"2016-11-15 03:46:41,087",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 03:46:57,346",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:47:12,722",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:47:31,395",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 03:47:46,418",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 03:48:01,281",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:48:17,667",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 03:48:32,800",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:48:47,657",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:49:02,559",4,8,102,4,40,40,32,32,200,53.125000
"2016-11-15 03:49:18,346",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 03:49:35,372",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:49:51,735",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:50:06,959",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:50:23,167",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:50:38,978",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:50:55,840",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:51:12,441",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:51:29,180",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:51:45,003",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:52:02,193",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:52:18,019",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:52:33,166",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:52:46,931",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:53:02,981",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 03:53:18,496",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:53:34,021",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:53:51,603",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 03:54:09,861",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:54:25,222",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:54:40,849",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 03:54:57,142",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 03:55:14,234",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:55:28,730",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 03:55:44,709",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 03:56:00,290",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 03:56:16,871",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:56:31,054",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 03:56:45,178",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:57:00,774",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:57:17,839",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 03:57:32,771",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:57:46,844",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:58:03,586",4,8,102,4,40,40,32,32,200,21.875000
"2016-11-15 03:58:18,955",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:58:31,962",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 03:58:46,473",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 03:59:01,774",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 03:59:17,446",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 03:59:32,158",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 03:59:46,970",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 04:00:02,241",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 04:00:16,444",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 04:00:31,940",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 04:00:48,032",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 04:01:04,226",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 04:01:20,240",4,8,102,4,40,40,32,32,200,21.875000
"2016-11-15 04:01:35,974",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 04:01:51,353",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 04:02:09,990",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 04:02:25,273",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 04:02:40,965",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 04:02:55,037",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 04:03:11,149",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 04:03:26,008",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:03:40,436",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 04:03:56,469",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 04:04:11,752",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 04:04:26,854",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 04:04:41,506",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 04:04:56,811",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 04:05:11,614",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 04:05:28,314",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 04:05:43,268",4,8,102,4,40,40,32,32,200,28.125000
"2016-11-15 04:05:59,577",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:06:14,711",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 04:06:29,764",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:06:44,916",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 04:07:00,159",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 04:07:15,233",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 04:07:31,904",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:07:47,755",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 04:08:04,154",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 04:08:19,404",4,8,102,4,40,40,32,32,200,68.750000
"2016-11-15 04:08:36,012",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 04:08:53,789",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 04:09:08,207",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 04:09:23,930",4,8,102,4,40,40,32,32,200,18.750000
"2016-11-15 04:09:40,849",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 04:09:54,657",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 04:10:10,145",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:10:26,025",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:10:41,642",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 04:10:57,577",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 04:11:14,714",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 04:11:30,615",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 04:11:46,726",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 04:12:01,860",4,8,102,4,40,40,32,32,200,31.250000
"2016-11-15 04:12:16,653",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 04:12:32,611",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 04:12:47,640",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 04:13:02,842",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 04:13:17,724",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 04:13:34,119",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 04:13:50,720",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 04:14:08,202",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 04:14:24,054",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 04:14:39,213",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 04:14:52,621",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 04:15:08,578",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 04:15:24,017",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:15:39,318",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 04:15:55,900",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:16:11,024",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 04:16:25,823",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 04:16:40,401",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 04:16:56,685",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 04:17:11,359",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 04:17:26,128",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:17:42,150",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 04:17:58,356",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 04:18:13,216",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 04:18:28,867",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 04:18:44,397",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:19:01,304",4,8,102,4,40,40,32,32,200,25.000000
"2016-11-15 04:19:17,156",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 04:19:34,108",4,8,102,4,40,40,32,32,200,43.750000
"2016-11-15 04:19:50,441",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 04:20:05,093",4,8,102,4,40,40,32,32,200,87.500000
"2016-11-15 04:20:20,963",4,8,102,4,40,40,32,32,200,40.625000
"2016-11-15 04:20:36,603",4,8,102,4,40,40,32,32,200,75.000000
"2016-11-15 04:20:53,068",4,8,102,4,40,40,32,32,200,50.000000
"2016-11-15 04:21:08,897",4,8,102,4,40,40,32,32,200,37.500000
"2016-11-15 04:21:23,782",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 04:21:38,553",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:21:53,694",4,8,102,4,40,40,32,32,200,62.500000
"2016-11-15 04:22:11,172",4,8,102,4,40,40,32,32,200,100.000000
"2016-11-15 04:22:25,744",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 04:22:41,604",4,8,102,4,40,40,32,32,200,12.500000
"2016-11-15 04:22:56,280",4,8,102,4,40,40,32,32,200,56.250000
"2016-11-15 04:23:11,572",4,8,102,4,40,40,32,32,200,93.750000
"2016-11-15 04:23:26,909",4,8,102,4,40,40,32,32,200,81.250000
"2016-11-15 04:23:42,591",4,8,102,4,40,40,32,32,200,34.375000
"2016-11-15 04:23:57,449",4,8,102,4,40,40,32,32,200,56.250000
